"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
005,,005,,,005,,,,,,,,,,,,,,,,,,
s1945,,s1945j,,,"Strikers 1945",,,(Japan),,,,,,,,,,,,,,,
s1945,,s1945jn,,,"Strikers 1945",,,"(Japan, unprotected)",,,,,,,,,,,,,,,
s1945ii,,s1945ii,,,"Strikers 1945 II",,,,,,,,,,,,,,,,,,
s1945iii,,s1945iii,,,"Strikers 1945 III",,,"(World) / Strikers 1999 (Japan)",,,,,,,,,,,,,,,
s1945p,,s1945p,,,"Strikers 1945 Plus",,,,,,,,,,,,,,,,,,
sabotenb,,sabotenb,,,"Saboten Bombers",,,"(set 1)",,,,,,,,,,,,,,,
sabotenb,,cactus,,,Cactus,,,"(bootleg of Saboten Bombers)",,,,,,,,,,,,,,,
sabotenb,,sabotenba,,,"Saboten Bombers",,,"(set 2)",,,,,,,,,,,,,,,
sadari,,sadari,,,Sadari,,,,,,,,,,,,,,,,,,
safari,,safari,,,Safari,,,"(set 1)",,,,,,,,,,,,,,,
safari,,safaria,,,Safari,,,"(set 2, bootleg?)",,,,,,,,,,,,,,,
safarir,,safarir,,,"Safari Rally",,,(World),,,,,,,,,,,,,,,
safarir,,safarirj,,,"Safari Rally",,,(Japan),,,,,,,,,,,,,,,
sailormn,,sailormn,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22B, Europe)",,,,,,,,,,,,,,,
sailormn,,sailormno,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, Europe)",,,,,,,,,,,,,,,
sailormn,,sailormnoh,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, Hong Kong)",,,,,,,,,,,,,,,
sailormn,,sailormnoj,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, Japan)",,,,,,,,,,,,,,,
sailormn,,sailormnok,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, Korea)",,,,,,,,,,,,,,,
sailormn,,sailormnou,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, USA)",,,,,,,,,,,,,,,
sailormn,,sailormnot,,,"Pretty Soldier Sailor Moon",,,"(Ver. 95/03/22, Taiwan)",,,,,,,,,,,,,,,
sailorws,,sailorws,,,"Mahjong Sailor Wars",,,"(Japan set 1)",,,,,,,,,,,,,,,
sailorws,,sailorwr,,,"Mahjong Sailor Wars-R [BET]",,,(Japan),,,,,,,,,,,,,,,
sailorws,,sailorwa,,,"Mahjong Sailor Wars",,,"(Japan set 2)",,,,,,,,,,,,,,,
saklove,,saklove,,,"Ying Hua Lian 2.0",,,"(China, Ver. 1.02)",,,,,,,,,,,,,,,
salamand,,salamandj,,,Salamander,,,"(version J)",,,,,,,,,,,,,,,
salamand,,salamand,,,Salamander,,,"(version D)",,,,,,,,,,,,,,,
salamand,,lifefrce,,,Lifeforce,,,(US),,,,,,,,,,,,,,,
salamand,,lifefrcej,,,Lifeforce,,,(Japan),,,,,,,,,,,,,,,
salarymc,,salarymc,,,"Salary Man Champ",,,"(GCA18 VER. JAA)",,,,,,,,,,,,,,,
salmankt,,salmankt,,,"Net Select: Salaryman Kintaro",,,,,,,,,,,,,,,,,,
salmndr2,,salmndr2a,,,"Salamander 2",,,"(ver AAB)",,,,,,,,,,,,,,,
salmndr2,,salmndr2,,,"Salamander 2",,,"(ver JAA)",,,,,,,,,,,,,,,
saloon,,saloon,,,Saloon,,,"(French, encrypted)",,,,,,,,,,,,,,,
samba,,samba,,,"Samba De Amigo",,,"(Rev B)",,,,,,,,,,,,,,,
sammymdl,,sammymdl,,,"Sammy Medal Game System Bios",,,,,,,,,,,,,,,,,,
sams64,,sams64,,,"Samurai Shodown 64 / Samurai Spirits 64",,,,,,,,,,,,,,,,,,
sams64_2,,sams64_2,,,"Samurai Shodown: Warrior's Rage / Samurai Spirits 2: Asura Zanmaden",,,,,,,,,,,,,,,,,,
samsh5sp,,samsh5spho,,,"Samurai Shodown V Special / Samurai Spirits Zero Special",,,"(NGH-2720, 1st release, censored)",,,,,,,,,,,,,,,
samsh5sp,,samsh5sph,,,"Samurai Shodown V Special / Samurai Spirits Zero Special",,,"(NGH-2720, 2nd release, less censored)",,,,,,,,,,,,,,,
samsh5sp,,samsh5sp,,,"Samurai Shodown V Special / Samurai Spirits Zero Special",,,(NGM-2720),,,,,,,,,,,,,,,
samsho,,samsho,,,"Samurai Shodown / Samurai Spirits",,,(NGM-045),,,,,,,,,,,,,,,
samsho,,samshoh,,,"Samurai Shodown / Samurai Spirits",,,(NGH-045),,,,,,,,,,,,,,,
samsho2,,samsho2,,,"Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen",,,"(NGM-063 ~ NGH-063)",,,,,,,,,,,,,,,
samsho3,,samsho3h,,,"Samurai Shodown III / Samurai Spirits - Zankurou Musouken",,,(NGH-087),,,,,,,,,,,,,,,
samsho3,,samsho3,,,"Samurai Shodown III / Samurai Spirits - Zankurou Musouken",,,(NGM-087),,,,,,,,,,,,,,,
samsho3,,fswords,,,"Fighters Swords",,,"(Korean release of Samurai Shodown III)",,,,,,,,,,,,,,,
samsho4,,samsho4,,,"Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin",,,"(NGM-222 ~ NGH-222)",,,,,,,,,,,,,,,
samsho4,,samsho4k,,,"Pae Wang Jeon Seol / Legend of a Warrior",,,"(Korean censored Samurai Shodown IV)",,,,,,,,,,,,,,,
samsho5,,samsho5,,,"Samurai Shodown V / Samurai Spirits Zero",,,(NGM-2700),,,,,,,,,,,,,,,
samsho5,,samsho5h,,,"Samurai Shodown V / Samurai Spirits Zero",,,(NGH-2700),,,,,,,,,,,,,,,
samsho5,,samsho5b,,,"Samurai Shodown V / Samurai Spirits Zero",,,(bootleg),,,,,,,,,,,,,,,
samurai,,samurai,,,Samurai,,,,,,,,,,,,,,,,,,
samuraia,,samuraia,,,"Samurai Aces",,,(World),,,,,,,,,,,,,,,
samuraia,,sngkace,,,"Sengoku Ace",,,"(Japan, set 1)",,,,,,,,,,,,,,,
sandor,,sandor,,,"Puzzle & Action: Sando-R",,,"(J 951114 V1.000)",,,,,,,,,,,,,,,
sandor,,thuntk,,,"Puzzle & Action: BoMulEul Chajara",,,"(JUET 970125 V2.00K)",,,,,,,,,,,,,,,
sandor,,thunt,,,"Puzzle & Action: Treasure Hunt",,,"(JUET 970901 V2.00E)",,,,,,,,,,,,,,,
sandscrp,,sandscrp,,,"Sand Scorpion",,,,,,,,,,,,,,,,,,
sandscrp,,sandscrpb,,,"Sand Scorpion",,,"(Chinese Title Screen, Revised Hardware)",,,,,,,,,,,,,,,
sandscrp,,sandscrpa,,,"Sand Scorpion",,,(Earlier),,,,,,,,,,,,,,,
sarge,,sarge,,,Sarge,,,,,,,,,,,,,,,,,,
sasissu,,sanjeon,,,"DaeJeon! SanJeon SuJeon",,,"(AJTUE 990412 V1.000)",,,,,,,,,,,,,,,
sasissu,,sasissu,,,"Taisen Tanto-R Sashissu!!",,,"(J 980216 V1.000)",,,,,,,,,,,,,,,
sasuke,,sasuke,,,"Sasuke vs. Commander",,,,,,,,,,,,,,,,,,
satansat,,satansatind,,,"Satan of Saturn",,,"(Inder S.A., bootleg)",,,,,,,,,,,,,,,
satansat,,zarzon,,,Zarzon,,,,,,,,,,,,,,,,,,
satansat,,satansat,,,"Satan of Saturn",,,"(set 1)",,,,,,,,,,,,,,,
satansat,,satansata,,,"Satan of Saturn",,,"(set 2)",,,,,,,,,,,,,,,
saturnzi,,saturnzi,,,Saturn,,,,,,,,,,,,,,,,,,
sauro,,saurop,,,Sauro,,,"(Philko license)",,,,,,,,,,,,,,,
sauro,,sauro,,,Sauro,,,,,,,,,,,,,,,,,,
savagere,,savagere,,,"Savage Reign / Fu'un Mokushiroku - Kakutou Sousei",,,,,,,,,,,,,,,,,,
sb2003,,sb2003a,,,"Super Bubble 2003",,,"(Asia, Ver 1.0)",,,,,,,,,,,,,,,
sb2003,,sb2003,,,"Super Bubble 2003",,,"(World, Ver 1.0)",,,,,,,,,,,,,,,
sbagman,,sbagmans,,,"Super Bagman",,,"(Stern Electronics)",,,,,,,,,,,,,,,
sbagman,,sbagman,,,"Super Bagman",,,,,,,,,,,,,,,,,,
sbasebal,,sbasebal,,,"Super Champion Baseball",,,(US),,,,,,,,,,,,,,,
sbasketb,,sbasketg,,,"Super Basketball",,,"(version G, encrypted)",,,,,,,,,,,,,,,
sbasketb,,sbasketh,,,"Super Basketball",,,"(version H, unprotected)",,,,,,,,,,,,,,,
sbasketb,,sbasketb,,,"Super Basketball",,,"(version I, encrypted)",,,,,,,,,,,,,,,
sbasketb,,sbaskete,,,"Super Basketball",,,"(version E, encrypted)",,,,,,,,,,,,,,,
sbishi,,sbishik,,,"Super Bishi Bashi Championship",,,"(ver KAB, 3 Players)",,,,,,,,,,,,,,,
sbishi,,sbishi,,,"Super Bishi Bashi Championship",,,"(ver JAA, 2 Players)",,,,,,,,,,,,,,,
sblast2b,,sblast2b,,,"Sonic Blast Man 2 Special Turbo",,,"(SNES bootleg)",,,,,,,,,,,,,,,
sbm,,sbm,,,"Sonic Blast Man",,,(US),,,,,,,,,,,,,,,
sbomber,,sbombera,,,"Space Bomber",,,,,,,,,,,,,,,,,,
sbomber,,sbomber,,,"Space Bomber",,,"(ver. B)",,,,,,,,,,,,,,,
sbowling,,sbowling,,,"Strike Bowling",,,,,,,,,,,,,,,,,,
sbrkout,,sbrkout,,,"Super Breakout",,,"(rev 04)",,,,,,,,,,,,,,,
sbugger,,sbuggera,,,"Space Bugger",,,"(set 2)",,,,,,,,,,,,,,,
sbugger,,sbugger,,,"Space Bugger",,,"(set 1)",,,,,,,,,,,,,,,
sc1clatt,,sc1clatt,,,"Club Attraction",,,"(UK, Game Card 39-370-196)",,,,,,,,,,,,,,,
sc1lotus,,sc1lotus,,,"Lotus SE",,,"(Dutch) (set 1)",,,,,,,,,,,,,,,
sc1roul,,sc1roul,,,Roulette,,,"(Dutch, Game Card 39-360-129?)",,,,,,,,,,,,,,,
sc2cpe,,sc2cpe,,,"Club Public Enemy No.1",,,"(set 5, UK) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho6p,,,"Dr.Who The Timelord",,,"(set 7, UK, Arcade, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho6,,,"Dr.Who The Timelord",,,"(set 7, UK, Arcade) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho7p,,,"Dr.Who The Timelord",,,"(set 8, UK, Arcade, 10GBP Jackpot, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho7,,,"Dr.Who The Timelord",,,"(set 8, UK, Arcade, 10GBP Jackpot) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho5p,,,"Dr.Who The Timelord",,,"(set 6, UK, Arcade, 8GBP Jackpot, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho3,,,"Dr.Who The Timelord",,,"(set 4, UK, Arcade) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho5,,,"Dr.Who The Timelord",,,"(set 6, UK, Arcade, 8GBP Jackpot) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho1,,,"Dr.Who The Timelord",,,"(set 2, UK, Arcade) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho,,,"Dr.Who The Timelord",,,"(set 1, UK, Single Site) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwhodx,,,"Dr.Who The Timelord Deluxe",,,"(set 1) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho1p,,,"Dr.Who The Timelord",,,"(set 2, UK, Arcade, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho4p,,,"Dr.Who The Timelord",,,"(set 5, UK, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho2p,,,"Dr.Who The Timelord",,,"(set 3, UK, no Jackpot spin, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho2,,,"Dr.Who The Timelord",,,"(set 3, UK, no Jackpot spin) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho4,,,"Dr.Who The Timelord",,,"(set 5, UK) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwhou,,,"Dr.Who The Timelord",,,"(set 1, UK, Single Site) (Scorpion 2/3) (not encrypted)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwhop,,,"Dr.Who The Timelord",,,"(set 1, UK, Single Site Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2drwho,,sc2drwho3p,,,"Dr.Who The Timelord",,,"(set 4, UK, Arcade, Protocol) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2focus,,sc2focus,,,Focus,,,"(Dutch, Game Card 95-750-347) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2gslam,,sc2gslam1,,,"Club Grand Slam",,,"(UK, set 1) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc2luvv,,sc2luvv,,,"Luvvly Jubbly",,,"(set 3, UK, Multisite 10GBP/25p) (Scorpion 2/3)",,,,,,,,,,,,,,,
sc4sf,,sc4sfa,,,"Street Fighter",,,"(Mazooma) (Scorpion 4) (set 2)",,,,,,,,,,,,,,,
sc4sf,,sc4sf,,,"Street Fighter",,,"(Mazooma) (Scorpion 4) (set 1)",,,,,,,,,,,,,,,
sc4sf,,sc4sfb,,,"Street Fighter",,,"(Mazooma) (Scorpion 4) (set 3)",,,,,,,,,,,,,,,
sc4sf,,sc4sfc,,,"Street Fighter",,,"(Mazooma) (Scorpion 4) (set 4)",,,,,,,,,,,,,,,
scandal,,scandalm,,,"Scandal Mahjong [BET]",,,"(Japan 890217)",,,,,,,,,,,,,,,
scandal,,scandal,,,"Scandal Mahjong",,,"(Japan 890213)",,,,,,,,,,,,,,,
scessjoe,,scessjoe,,,"Success Joe",,,(World),,,,,,,,,,,,,,,
scessjoe,,ashnojoe,,,"Ashita no Joe",,,(Japan),,,,,,,,,,,,,,,
scfinals,,scfinalso,,,"Super Cup Finals",,,"(Ver 2.1O 1993/11/19)",,,,,,,,,,,,,,,
scfinals,,scfinals,,,"Super Cup Finals",,,"(Ver 2.2O 1994/01/13)",,,,,,,,,,,,,,,
schamp,,schamp,,,"Sonic Championship",,,(USA),,,,,,,,,,,,,,,
schamp,,sfight,,,"Sonic the Fighters",,,(Japan),,,,,,,,,,,,,,,
schaser,,schasercv,,,"Space Chaser",,,"(CV version - set 1)",,,,,,,,,,,,,,,
schaser,,schaser,,,"Space Chaser",,,"(set 1)",,,,,,,,,,,,,,,
scherrym,,scherrym,,,"Super Cherry Master",,,,,,,,,,,,,,,,,,
schery97,,schery97a,,,"Skill Cherry '97",,,"(Talking ver. sc3.52c4)",,,,,,,,,,,,,,,
schery97,,schery97,,,"Skill Cherry '97",,,"(Talking ver. sc3.52)",,,,,,,,,,,,,,,
schmeisr,,schmeisr,,,"Schmeiser Robo",,,(Japan),,,,,,,,,,,,,,,
sci,,scia,,,"Special Criminal Investigation",,,"(World set 2)",,,,,,,,,,,,,,,
sci,,scij,,,"Special Criminal Investigation",,,(Japan),,,,,,,,,,,,,,,
sci,,scin,,,"Super Special Criminal Investigation",,,"(Negro Torino hack)",,,,,,,,,,,,,,,
sci,,sci,,,"Special Criminal Investigation",,,"(World set 1)",,,,,,,,,,,,,,,
sci,,sciu,,,"Special Criminal Investigation",,,(US),,,,,,,,,,,,,,,
scion,,scionc,,,Scion,,,(Cinematronics),,,,,,,,,,,,,,,
scion,,scion,,,Scion,,,,,,,,,,,,,,,,,,
scmaster,,unkch3,,,"New Cherry Gold '99",,,"(bootleg of Super Cherry Master) (set 2)",,,,,,,,,,,,,,,
scmaster,,unkch4,,,"Grand Cherry Master",,,"(bootleg of Super Cherry Master)",,,,,,,,,,,,,,,
scmaster,,unkch1,,,"New Cherry Gold '99",,,"(bootleg of Super Cherry Master) (set 1)",,,,,,,,,,,,,,,
scmaster,,unkch2,,,"Super Cherry Gold",,,"(bootleg of Super Cherry Master)",,,,,,,,,,,,,,,
scobra,,scobrae,,,"Super Cobra",,,"(Stern Electronics) (encrypted, KONATEC XC-103SS CPU)",,,,,,,,,,,,,,,
scobra,,scobrab,,,"Super Cobra",,,(bootleg),,,,,,,,,,,,,,,
scobra,,scobra,,,"Super Cobra",,,,,,,,,,,,,,,,,,
scobra,,suprheli,,,"Super Heli",,,"(Super Cobra bootleg)",,,,,,,,,,,,,,,
scobra,,scobras,,,"Super Cobra",,,"(Stern Electronics)",,,,,,,,,,,,,,,
scobra,,scobrase,,,"Super Cobra",,,(Sega),,,,,,,,,,,,,,,
scontra,,scontraj,,,"Super Contra",,,(Japan),,,,,,,,,,,,,,,
scontra,,scontra,,,"Super Contra",,,,,,,,,,,,,,,,,,
scorpion,,scorpionmc,,,Scorpion,,,"(Moon Cresta hardware)",,,,,,,,,,,,,,,
scorpion,,aracnis,,,Aracnis,,,"(bootleg of Scorpion on Moon Cresta hardware)",,,,,,,,,,,,,,,
scorpion,,scorpion,,,Scorpion,,,"(set 1)",,,,,,,,,,,,,,,
scorpion,,scorpiona,,,Scorpion,,,"(set 2)",,,,,,,,,,,,,,,
scorpion,,scorpionb,,,Scorpion,,,"(set 3)",,,,,,,,,,,,,,,
scotrsht,,scotrsht,,,"Scooter Shooter",,,,,,,,,,,,,,,,,,
scrabble,,scrabble,,,Scrabble,,,"(rev. F)",,,,,,,,,,,,,,,
scramble,,scrambp,,,Impacto,,,"(Billport S.A., Spanish bootleg of Scramble)",,,,,,,,,,,,,,,
scramble,,scramce,,,Scramble,,,"(Centromatic S.A., Spanish bootleg)",,,,,,,,,,,,,,,
scramble,,scrambles,,,Scramble,,,"(Stern Electronics set 1)",,,,,,,,,,,,,,,
scramble,,scrambles2,,,Scramble,,,"(Stern Electronics set 2)",,,,,,,,,,,,,,,
scramble,,explorer,,,Explorer,,,"(bootleg of Scramble)",,,,,,,,,,,,,,,
scramble,,bomber,,,Bomber,,,"(bootleg of Scramble)",,,,,,,,,,,,,,,
scramble,,scrampt,,,Scramble,,,"(Petaco S.A., Spanish bootleg)",,,,,,,,,,,,,,,
scramble,,scramrf,,,Scramble,,,"(Recreativos Franco, Spanish bootleg)",,,,,,,,,,,,,,,
scramble,,strfbomb,,,"Strafe Bomb",,,"(bootleg of Scramble)",,,,,,,,,,,,,,,
scramble,,scramblb,,,Scramble,,,"(bootleg on Galaxian hardware)",,,,,,,,,,,,,,,
scramble,,scramb2,,,Scramble,,,(bootleg),,,,,,,,,,,,,,,
scramble,,scramble,,,Scramble,,,,,,,,,,,,,,,,,,
scramble,,scrambler,,,Scramble,,,"(Reben S.A. Spanish bootleg)",,,,,,,,,,,,,,,
scramble,,scramblebf,,,Scramble,,,"(Karateco, French bootleg)",,,,,,,,,,,,,,,
scramble,,scramblebb,,,Scramble,,,(bootleg?),,,,,,,,,,,,,,,
screenpl,,screenp3,,,"Screen Play",,,"(Maygay, MV1 Video, SA5-082)",,,,,,,,,,,,,,,
screenpl,,screenp3a,,,"Screen Play",,,"(Maygay, MV1 Video, SA5-083)",,,,,,,,,,,,,,,
screenpl,,screenpl,,,"Screen Play",,,"(Maygay, MV1 Video, ver. 4.0)",,,,,,,,,,,,,,,
screenpl,,screenp4,,,"Screen Play",,,"(Maygay, MV1 Video, ver. ?.?)",,,,,,,,,,,,,,,
screenpl,,screenp1a,,,"Screen Play",,,"(Maygay, MV1 Video, ver. 1.9, set 2)",,,,,,,,,,,,,,,
screenpl,,screenp1,,,"Screen Play",,,"(Maygay, MV1 Video, ver. 1.9, set 1)",,,,,,,,,,,,,,,
screenpl,,screenp2a,,,"Screen Play",,,"(Maygay, MV1 Video, ver. 1.9, Isle of Man, set 2)",,,,,,,,,,,,,,,
screenpl,,screenp2,,,"Screen Play",,,"(Maygay, MV1 Video, ver. 1.9, Isle of Man, set 1)",,,,,,,,,,,,,,,
scregg,,eggs,,,Eggs,,,(USA),,,,,,,,,,,,,,,
scregg,,scregg,,,"Scrambled Egg",,,,,,,,,,,,,,,,,,
screwloo,,screwloo,,,"Screw Loose",,,(prototype),,,,,,,,,,,,,,,
scross,,scrossu,,,"Stadium Cross",,,(US),,,,,,,,,,,,,,,
scross,,scross,,,"Stadium Cross",,,(World),,,,,,,,,,,,,,,
scud,,scudj,,,"Scud Race Deluxe",,,(Japan),,,,,,,,,,,,,,,
scud,,scudplus,,,"Scud Race Plus",,,"(Revision A)",,,,,,,,,,,,,,,
scud,,scudplusa,,,"Scud Race Plus",,,,,,,,,,,,,,,,,,
scud,,scud,,,"Scud Race Twin",,,(Australia),,,,,,,,,,,,,,,
scud,,scuda,,,"Scud Race Twin",,,(Export),,,,,,,,,,,,,,,
scudhamm,,scudhamm,,,"Scud Hammer",,,,,,,,,,,,,,,,,,
sddz,,sddz,,,"Super Dou Di Zhu",,,,,,,,,,,,,,,,,,
sderby,,sderbya,,,"Super Derby",,,(v.10.04),,,,,,,,,,,,,,,
sderby,,sderby,,,"Super Derby",,,(v.07.03),,,,,,,,,,,,,,,
sdfight,,sdfight,,,"SD Fighters",,,(Korea),,,,,,,,,,,,,,,
sdgndmps,,sdgndmps,,,"SD Gundam Psycho Salamander no Kyoui",,,,,,,,,,,,,,,,,,
sdi,,sdibl5,,,"SDI - Strategic Defense Initiative",,,"(bootleg, set 4)",,,,,,,,,,,,,,,
sdi,,sdibl4,,,"SDI - Strategic Defense Initiative",,,"(bootleg, set 3)",,,,,,,,,,,,,,,
sdi,,defense,,,Defense,,,"(System 16B, FD1089A 317-0028)",,,,,,,,,,,,,,,
sdi,,sdibl6,,,"SDI - Strategic Defense Initiative",,,"(bootleg, set 5)",,,,,,,,,,,,,,,
sdi,,sdibl3,,,"SDI - Strategic Defense Initiative",,,"(bootleg, set 2)",,,,,,,,,,,,,,,
sdi,,sdib,,,"SDI - Strategic Defense Initiative",,,"(System 16B, FD1089A 317-0028)",,,,,,,,,,,,,,,
sdi,,sdi,,,"SDI - Strategic Defense Initiative",,,"(Japan, newer, System 16A, FD1089B 317-0027)",,,,,,,,,,,,,,,
sdi,,sdibl2,,,"SDI - Strategic Defense Initiative",,,"(bootleg, set 1)",,,,,,,,,,,,,,,
sdi,,sdibl,,,"SDI - Strategic Defense Initiative",,,"(bootleg, original hardware)",,,,,,,,,,,,,,,
sdmg2,,sdmg2,,,"Mahjong Super Da Man Guan II",,,"(China, V754C)",,,,,,,,,,,,,,,
sdodgeb,,sdodgeb,,,"Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu",,,,,,,,,,,,,,,,,,
sdtennis,,sdtennis,,,"Super Doubles Tennis",,,,,,,,,,,,,,,,,,
sdungeon,,sdungeon,,,"Space Dungeon",,,,,,,,,,,,,,,,,,
sdwx,,sdwx,,,"Sheng Dan Wu Xian",,,,,,,,,,,,,,,,,,
seabass,,seabass,,,"Sea Bass Fishing",,,"(JUET 971110 V0.001)",,,,,,,,,,,,,,,
searchar,,searcharu,,,"SAR - Search And Rescue",,,(US),,,,,,,,,,,,,,,
searchar,,searcharj,,,"SAR - Search And Rescue",,,(Japan),,,,,,,,,,,,,,,
searchar,,searchar,,,"SAR - Search And Rescue",,,(World),,,,,,,,,,,,,,,
searchey,,searchey,,,"Search Eye",,,"(English / Korean / Japanese / Italian)",,,,,,,,,,,,,,,
searchey,,searcheya,,,"Search Eye",,,"(English / Korean)",,,,,,,,,,,,,,,
searchp2,,searchp2,,,"Search Eye Plus V2.0",,,,,,,,,,,,,,,,,,
seawld,,seawldd1,,,"Sea World",,,"(Version 1.6R CGA)",,,,,,,,,,,,,,,
seawld,,seawld,,,"Sea World",,,"(Version 1.6E Dual)",,,,,,,,,,,,,,,
seawolf,,seawolf,,,"Sea Wolf",,,"(set 1)",,,,,,,,,,,,,,,
seawolf2,,seawolf2,,,"Sea Wolf II",,,,,,,,,,,,,,,,,,
secolove,,secolove,,,"Second Love",,,"(Japan 861201)",,,,,,,,,,,,,,,
secondch,,secondch,,,"Second Chance",,,,,,,,,,,,,,,,,,
secretag,,secretab,,,"Secret Agent",,,(bootleg),,,,,,,,,,,,,,,
secretag,,slyspy2,,,"Sly Spy",,,"(US revision 2)",,,,,,,,,,,,,,,
secretag,,secretagj,,,"Secret Agent",,,"(Japan revision 2)",,,,,,,,,,,,,,,
secretag,,secretag,,,"Secret Agent",,,"(World revision 3)",,,,,,,,,,,,,,,
secretag,,slyspy,,,"Sly Spy",,,"(US revision 4)",,,,,,,,,,,,,,,
sectionz,,sectionz,,,"Section Z",,,"(set 1)",,,,,,,,,,,,,,,
sectionz,,sectionza,,,"Section Z",,,"(set 2)",,,,,,,,,,,,,,,
seganinj,,seganinju,,,"Sega Ninja",,,"(not encrypted)",,,,,,,,,,,,,,,
seganinj,,seganinj,,,"Sega Ninja",,,(315-5102),,,,,,,,,,,,,,,
seganinj,,nprinceso,,,"Ninja Princess",,,"(315-5098, 128k Ver.)",,,,,,,,,,,,,,,
seganinj,,nprincesu,,,"Ninja Princess",,,"(64k Ver. not encrypted)",,,,,,,,,,,,,,,
seganinj,,ninja,,,Ninja,,,(315-5102),,,,,,,,,,,,,,,
seganinj,,nprinces,,,"Ninja Princess",,,"(315-5051, 64k Ver. bootleg?)",,,,,,,,,,,,,,,
seganinj,,nprincesb,,,"Ninja Princess",,,"(315-5051?, 128k Ver. bootleg?)",,,,,,,,,,,,,,,
segasp,,segasp,,,"Sega System SP",,,"(Spider) BIOS",,,,,,,,,,,,,,,
segawski,,segawski,,,"Sega Water Ski",,,"(Japan, Revision A)",,,,,,,,,,,,,,,
seicross,,seicross,,,Seicross,,,,,,,,,,,,,,,,,,
seicross,,sectrzon,,,"Sector Zone",,,,,,,,,,,,,,,,,,
seiha,,seiham,,,"Seiha [BET]",,,"(Japan 870723)",,,,,,,,,,,,,,,
seiha,,seiha,,,Seiha,,,"(Japan 870725)",,,,,,,,,,,,,,,
selfeena,,selfeena,,,"Sel Feena",,,,,,,,,,,,,,,,,,
semibase,,semibase,,,MuHanSeungBu,,,"(SemiCom Baseball) (Korea)",,,,,,,,,,,,,,,
sengekis,,sengekisj,,,"Sengeki Striker",,,(Japan),,,,,,,,,,,,,,,
sengekis,,sengekis,,,"Sengeki Striker",,,(Asia),,,,,,,,,,,,,,,
sengokmj,,sengokmj,,,"Sengoku Mahjong [BET]",,,(Japan),,,,,,,,,,,,,,,
sengoku,,sengokuh,,,"Sengoku / Sengoku Denshou",,,"(NGH-017, US)",,,,,,,,,,,,,,,
sengoku,,sengoku,,,"Sengoku / Sengoku Denshou",,,"(NGM-017 ~ NGH-017)",,,,,,,,,,,,,,,
sengoku2,,sengoku2,,,"Sengoku 2 / Sengoku Denshou 2",,,,,,,,,,,,,,,,,,
sengoku3,,sengoku3,,,"Sengoku 3 / Sengoku Densho 2001",,,,,,,,,,,,,,,,,,
senjyo,,senjyo,,,Senjyo,,,,,,,,,,,,,,,,,,
senknow,,senknow,,,Sen-Know,,,(Japan),,,,,,,,,,,,,,,
senkyu,,batlball,,,"Battle Balls",,,(Germany),,,,,,,,,,,,,,,
senkyu,,batlballu,,,"Battle Balls",,,(US),,,,,,,,,,,,,,,
senkyu,,batlballa,,,"Battle Balls",,,"(Hong Kong)",,,,,,,,,,,,,,,
